ph,Solids,Turbidity,Potability
6.340027628047595,45222.50666548316,3.6860013242472816,0
8.661592429959121,27088.476460253085,3.6704310100631887,0
5.653506134793232,16462.460086163886,5.198985503613217,0
6.6260121840753055,25839.894103711547,4.194313129305396,0
7.793833572993554,18344.680360836188,4.172935335264329,0
7.362736501949787,16268.44860625852,4.408513182397498,0
9.32030544529501,16002.138319545113,4.20580973235456,0
3.719791644371925,23590.93212865605,2.7183977338802885,0
9.868877880662472,15326.855914122048,3.355489790912581,0
5.590614435866259,35370.73551522427,4.726845016869534,0
5.554436511156818,31344.460394369864,2.0959140868029458,0
4.126528715100222,11215.945901592888,4.460200983755287,0
5.970035656942926,16324.115196182343,5.428674071623728,0
7.080794504276835,16162.26230660764,4.600927568902867,0
6.284248242254425,12206.681209872297,3.377132288772658,0
11.26782838471403,6040.369868025334,4.153347001241887,0
9.298018008096014,13990.513403071998,3.6813242439844016,0
7.895469245942458,7769.616118841751,4.236947299515631,0
7.947485785725746,34440.77343351387,3.700853839705055,0
10.026159156427404,14962.177833160747,4.182277581713326,0
6.48819323961521,34864.42789348474,4.592073570820997,0
5.869736755337525,22244.218235890683,4.689315047790611,0
5.304142660215901,25299.51155745438,4.165723663998691,0
4.07760772456597,18194.95413992543,2.758658531189276,0
7.080794504276835,37928.14217716675,3.873853349593973,0
6.271012171064563,24846.141872428983,5.303581360575867,0
8.875642278454443,28487.7085978243,4.006991558563305,0
7.080794504276835,18257.569271194705,4.358298340908286,0
6.613709117641848,25648.569496257434,3.539771111373992,0
9.925041328429108,10704.6031822988,4.703803488576944,0
9.002583109651113,19523.12486468928,4.904837414733298,0
5.095766464935885,26307.29845475983,4.352193469514868,0
8.594677108362674,23220.120613390383,4.754072499317674,0
6.419772473512519,30759.681440190925,3.095233156816077,0
4.443238899143103,25008.53224756482,3.268324835835596,0
6.978664262373817,23114.446075687887,4.766943236072579,0
3.664710561719395,28102.75662504674,3.3161576568421625,0
4.814135620889671,17650.405049112054,5.190851804612128,0
5.779673705175217,24160.35432097404,4.656377232957477,0
7.436782609345538,28544.61628698039,3.727663719207471,0
4.723312573250525,22833.192041516584,3.917586695104175,0
9.380658050788323,15156.78983399899,4.034349047158281,0
7.810144933196836,20418.88992581832,4.033773709343139,0
9.436637164251444,20724.930359306745,4.411117439774963,0
9.406325752898285,27948.58944543105,3.097277957477165,0
6.32125931522299,8532.139516959518,4.5014572038139855,0
4.7053564957747,19555.76505156686,3.437450134017187,0
8.896418988301798,8870.902965942287,3.700945732714745,0
6.581878201548969,37169.44440353849,4.201662864465836,0
6.755145901551625,18536.69864747702,5.162729749397485,0
7.080794504276835,23403.63730437139,2.7473129992921272,1
7.174135162807995,20401.1024614714,3.939895656598684,1
7.657991236998258,14245.78912129943,2.437296287559579,1
7.080794504276835,16146.15711220508,3.772919264661592,1
8.291299005968142,20008.13495738684,3.4247019206523897,1
7.821970940156012,23318.18797602001,3.532958335149624,1
7.443189014292676,13551.953344708114,2.6648327961143745,1
7.54370046605691,19116.01208412308,3.630536578397464,1
8.065339036104211,21366.283597986225,3.75639170748219,1
8.052893916459475,9025.07935959796,3.6348445415750232,1
7.063646975622253,17941.811255910274,3.395866240165589,1
6.77977396685122,24415.07056444557,2.729104523430528,1
8.027247869950068,7714.746969262334,3.480640836854313,1
7.080794504276835,16263.167465418488,3.4517400465867496,1
7.37859701625866,9460.32263533989,3.215219463201259,1
6.664003050003359,15902.945275663673,2.227727884059556,1
8.195765359895596,10389.542537940964,3.218709224251616,1
7.080794504276835,27345.17428802764,4.407566169075395,0
7.080794504276835,14971.949025291871,5.110414148991792,0
6.945224092344811,36438.31087570425,4.823082013933822,0
5.742110407437118,26831.610410687943,3.323069563743198,0
5.596627849736466,17925.352120318876,5.235111120685716,0
7.350378986684694,26736.08556736884,3.663922183923016,0
6.262798867453871,31414.525805340723,4.0125175583490025,0
9.927023723224528,19666.99279150528,4.051733473083127,0
5.381407519092974,15371.999944017469,4.364066934823452,0
4.961352728384606,22229.230089547444,3.902837833888625,0
6.4570975247378914,18340.04680554661,2.637364885184688,0
6.53936951037342,21230.431409205084,4.527364378116469,0
6.252410004649734,23920.25477822358,2.722908160538052,0
7.967344823111111,19384.03743152532,4.069358772118035,0
7.080794504276835,37030.70811993558,4.825792283459244,0
7.60952119012474,40879.78957260728,3.145842902755236,0
6.887863943894864,19947.924178410107,5.454487652366452,0
9.879071257570804,14673.670669338468,4.218831154474738,0
7.638761770450097,18308.50267385409,4.496626599284417,0
6.961891686003921,31101.684276906355,3.4467284598639263,0
7.486779708528253,25396.01178237689,5.048833995025392,0
8.410460642866257,27554.34526324007,2.977359946090722,0
6.143921454143699,29072.16965421457,3.476213303592504,0
6.096179889884819,16314.23337543478,5.142471131650314,0
6.3848240094579065,39960.298950886354,4.144998517816148,0
9.46266601699853,12224.624603764092,2.850183765643185,0
7.868147086463669,20434.10573519397,4.315898406460025,0
5.873157137066786,21910.763569830207,5.120887964619865,0
7.080794504276835,26004.528876604727,5.14411422012617,0
6.529304448100373,28970.08760585726,3.361088406841675,0
5.152203721876962,27000.10687986532,4.689842817950895,0
7.858662778844826,26703.853473458294,3.42247052094365,0
6.728004385653386,22888.788064695444,4.410697353226663,0
10.46450247726032,6700.775053800422,4.956358408285043,0
9.112786250314787,20868.627979306973,4.567087633865015,0
7.078659419377965,26177.78950840208,3.696640140724124,0
7.080794504276835,2912.2112468274267,4.093097748782288,0
5.483974108801343,21144.975257847105,4.063613621049694,0
8.534406879569957,22372.303266771247,2.5447337011519235,0
6.256651147926919,16905.80152440072,4.181050752789532,0
8.692115322047213,2552.962803650125,2.283475159435164,0
8.639540977998708,7013.211786707304,4.192932215458884,0
7.163999222574383,34226.072126574334,3.3543222667273684,0
8.926113143092786,15249.620244390508,2.752134121425607,0
6.35311030182946,18409.037315470432,2.856175486931272,0
6.681553567542745,26132.21181192403,2.9567480753018724,0
5.44532598066911,28001.11817880314,3.946989523134861,0
7.539881892843843,21575.245220759803,4.531593669500014,0
7.080794504276835,15335.511432930904,4.482459763675931,0
4.370476580258797,29542.338165335543,4.64938203413864,0
10.316400384553162,10676.508475429378,3.4073494284238364,0
6.599593818953803,21078.88716644148,4.702310752770497,0
4.197583589415031,31292.12770367485,5.206480177207682,0
6.330732765446402,18397.199408096025,3.9400004233930654,0
7.080794504276835,23433.90177406979,5.128346524187511,0
7.76414261000218,25926.075642581047,4.105178268056135,0
8.237142633897012,20015.39810593454,4.93910944137509,0
5.6792341150880805,35643.18120775992,2.3395727358561844,0
7.417570368300503,23207.092841191657,4.671557881112399,0
4.775983438506525,19185.79187714887,4.382161618971923,0
7.865094970430806,14310.62330102154,4.795025554920153,0
5.903465715091598,25394.104720299747,4.5870867193147005,0
6.139743031734375,23894.13600961513,3.841221573687875,0
5.041405027891031,17342.3140789379,4.543685761333924,0
8.675192691679182,15049.584198812629,4.978575359632432,0
7.689358003612376,30253.851102579432,4.978556094767624,0
8.57012912066282,9782.344284281313,4.60440456098565,0
5.6717623259348064,17527.716725719834,3.268693506763812,0
6.541007699013848,29616.492869322887,2.355934229271096,0
7.080794504276835,18408.29497139389,6.739,0
9.241197563363231,21610.58129692349,5.265728857736182,0
7.080794504276835,21318.96168510506,4.514981623747227,0
6.340809022225877,15288.213773747357,5.458609690232223,0
5.980357226763917,11826.294275033131,4.24724014869094,0
6.427512442841498,25993.711405769885,6.032994877321904,0
6.109073311509666,26853.949493176107,4.881101138250652,0
5.842933080915621,19156.123132395467,4.143224936339837,0
5.367546490440581,29009.01082101329,4.267189590792987,0
5.345887146753815,22274.368371630822,2.9503609427959407,0
5.386307352101625,40149.316556861646,3.6625634650940575,0
9.919478425557038,16544.275591098198,4.117488039506429,0
7.080794504276835,42061.322799299975,4.328026356733113,0
9.418296121790158,8777.686783625666,4.604633153598903,0
7.457164758414311,31085.08343340377,4.106543051529011,0
5.272227560197716,42210.88523695676,5.068556188550558,0
7.291957039597602,21891.677158572624,4.237643894270578,0
7.803833220697706,37376.79298893104,2.9073872665012983,0
5.608745231813571,19835.98077012696,4.644211644910143,0
5.701154644911616,41411.60170700689,3.403136416178923,0
